162.2,70.8
162.2,70.4
162.2,70.4
162.2,70.4
162.2,70.4
162.2,70.4
162.2,70.8
162.2,70.8
162.2,70.8
162.2,70.8
162.2,72.6
162.4,72.8
161.2,72.2
160.8,74.6
160.8,78.4
161.4,84.2
162.0,89.2
162.4,96.0
163.2,102.0
165.0,110.8
166.2,119.0
167.2,126.4
168.2,133.4
169.0,139.6
169.6,146.8
171.4,153.4
172.4,159.6
173.2,165.4
174.0,171.0
176.0,176.0
177.2,181.4
178.2,185.4
178.4,190.2
180.0,195.8
180.4,199.4
181.6,204.4
182.6,209.2
183.8,214.0
184.8,218.8
185.8,222.4
186.8,225.6
187.6,229.2
189.0,233.0
190.2,236.6
190.4,239.4
191.2,242.2
191.6,244.6
191.6,245.8
192.0,247.6
192.8,248.8
193.0,249.6
193.8,251.4
194.8,252.4
197.6,253.0
199.8,253.6
202.2,253.6
204.2,253.8
207.0,254.4
209.4,254.8
211.4,254.8
213.6,254.8
216.0,255.4
218.2,256.0
220.2,255.8
222.6,255.8
224.2,256.0
226.0,255.8
227.6,255.4
230.6,255.0
233.8,254.8
240.4,254.4
244.2,254.4
248.2,253.8
254.6,253.6
260.2,253.4
266.2,252.6
271.4,252.4
277.4,252.0
282.8,251.8
290.0,251.8
294.8,250.8
300.0,250.4
306.2,249.8
312.4,248.2
317.2,247.8
321.6,246.8
326.8,245.4
332.2,244.2
336.2,242.4
340.8,241.2
345.2,239.8
349.8,238.2
353.2,236.4
356.2,235.6
360.2,234.0
363.0,232.6
366.2,231.2
369.6,230.8
372.4,229.8
374.4,228.8
375.6,227.8
378.0,226.4
379.6,225.4
381.4,224.2
384.0,223.4
385.8,222.4
386.8,221.4
388.0,220.2
388.6,219.2
389.4,217.2
389.8,216.4
391.4,213.4
391.8,209.2
391.8,206.4
392.4,204.6
393.0,202.6
393.2,201.0
394.0,199.2
394.4,197.4
394.8,195.0
395.8,192.2
396.2,190.0
396.2,186.6
396.6,184.0
396.6,181.2
397.0,177.6
397.0,175.2
396.8,172.4
397.2,169.0
396.6,165.8
397.0,162.6
397.2,159.4
396.8,155.8
396.8,153.2
396.8,149.8
396.8,147.6
396.8,143.6
396.6,141.0
396.4,137.6
396.0,134.4
395.6,131.4
396.0,128.6
395.8,126.8
396.8,126.4
397.6,125.2
398.2,122.8
398.4,121.8
398.8,120.4
398.8,119.2
399.0,117.8
399.4,117.2
399.8,116.4
400.0,116.8
400.0,116.0
399.8,115.4
399.6,114.0
399.6,114.0
399.6,114.6
399.6,114.2
399.6,114.8
399.2,114.0
398.8,113.6
398.8,114.4
398.8,114.6
398.8,115.4
398.2,116.2
397.8,115.8
397.8,118.0
397.8,120.4
397.8,124.0
397.4,126.6
397.4,129.6
397.4,131.4
397.4,135.6
397.8,140.4
398.2,145.6
398.4,149.6
398.8,155.0
399.2,159.4
399.6,164.4
400.0,169.4
400.4,175.4
400.6,178.0
401.0,183.2
401.2,186.6
401.2,190.0
401.6,192.8
402.0,197.0
402.0,199.2
402.2,202.4
402.2,204.0
402.2,206.4
402.2,210.2
402.6,212.8
402.8,217.4
403.0,221.6
403.8,226.4
404.0,230.6
404.2,235.4
405.0,241.2
406.2,245.2
406.6,250.6
407.2,256.8
408.0,261.6
408.4,267.2
409.0,272.0
410.4,277.4
410.8,281.8
411.8,286.2
412.2,289.2
413.0,295.0
413.8,298.6
414.2,302.4
415.2,306.0
333.0,230.4
334.0,234.0
334.6,237.8
335.2,241.8
336.2,245.8
336.6,248.8
337.6,253.6
338.2,257.6
338.4,262.0
339.2,266.2
339.6,269.8
339.8,272.0
340.6,276.6
341.2,279.4
342.0,283.4
343.0,286.8
343.0,290.0
344.0,293.2
345.0,297.6
345.4,300.4
346.0,302.4
346.2,304.0
346.8,306.0
347.0,307.2
347.0,309.0
347.4,310.6
347.4,311.2
348.0,313.2
348.4,314.6
348.4,314.8
348.8,315.8
349.0,316.4
349.2,317.0
349.6,317.8
349.8,318.6
350.2,319.4
350.2,319.8
350.2,319.8
282.8,159.0
282.8,159.0
203.4,81.2
203.6,81.6
203.6,82.0
203.6,82.0
203.6,82.0
203.6,82.0
204.0,82.2
204.0,82.2
89.2,82.4
89.4,82.8
89.4,82.8
89.4,82.8
89.4,82.8
89.4,82.8
89.4,82.8
89.4,82.8
89.4,82.8
89.4,82.8
