209.2,97.0
209.2,97.0
209.2,97.0
209.2,97.0
209.2,97.0
209.2,97.0
209.2,96.8
209.6,96.8
209.6,96.8
210.0,96.8
210.4,96.6
211.8,96.2
214.2,95.8
217.6,95.4
220.4,94.8
223.6,94.4
229.4,94.0
236.8,93.6
243.8,92.6
248.6,92.2
254.0,92.0
261.6,90.8
268.2,88.8
275.8,88.2
284.6,88.2
291.6,87.4
299.4,87.2
307.4,86.2
314.6,85.8
321.2,85.4
328.2,84.4
333.8,84.4
342.0,83.4
349.4,83.0
355.6,82.4
363.4,81.4
369.2,80.6
373.4,79.8
377.8,79.0
382.8,78.6
387.4,78.0
391.2,77.4
395.2,77.0
398.4,76.4
402.6,76.0
406.6,75.6
411.2,75.0
414.8,75.0
417.2,74.6
420.4,74.4
423.2,74.4
424.8,74.4
426.2,74.2
426.6,74.2
428.2,74.2
428.6,74.2
428.8,74.2
429.4,74.2
430.4,74.2
430.4,74.2
430.6,74.6
430.6,75.0
430.6,75.4
430.8,76.2
430.6,76.6
430.2,77.4
430.2,78.2
429.8,78.8
430.0,79.6
429.8,80.0
429.8,80.0
429.2,81.2
428.8,82.0
428.6,83.2
428.6,84.8
428.4,87.2
428.2,88.8
427.4,90.4
426.4,92.4
425.4,95.2
424.4,97.2
423.0,99.8
421.6,102.4
420.4,105.0
419.2,107.2
417.8,110.8
416.4,113.2
414.4,116.4
413.2,119.0
411.2,121.8
409.8,124.6
407.6,129.2
405.6,133.2
402.8,137.2
400.2,141.8
397.0,146.0
394.6,150.2
391.6,154.8
389.4,158.4
386.0,163.6
383.4,167.2
379.6,172.4
377.2,176.8
373.8,182.0
370.6,186.8
367.8,191.0
364.8,196.0
361.0,201.8
358.0,205.8
355.0,211.4
352.4,216.2
349.8,220.8
346.4,226.0
344.0,230.4
340.8,235.2
338.8,238.4
336.2,243.4
333.2,249.0
331.8,253.0
329.8,258.2
327.8,263.0
326.0,267.2
323.8,272.4
322.2,277.8
320.0,282.2
318.0,287.0
317.2,291.2
315.4,295.4
314.4,299.8
313.4,303.0
311.4,307.4
311.0,312.4
309.4,316.0
308.2,320.4
306.8,324.0
305.2,328.2
304.8,331.8
304.0,335.0
303.2,339.0
302.4,342.2
301.8,345.2
301.2,349.2
300.4,352.0
299.6,355.0
299.4,357.0
298.4,359.6
298.2,361.2
298.0,363.6
291.6,342.6
291.6,343.4
290.8,345.8
290.8,347.4
290.8,349.8
290.6,351.4
290.8,352.4
292.0,353.2
294.4,353.0
277.4,329.2
279.6,330.4
282.4,330.6
284.4,331.0
264.0,306.2
266.0,306.6
268.4,306.8
270.0,307.0
271.8,307.0
273.8,307.4
276.2,307.8
279.2,307.8
283.4,307.6
288.4,307.2
293.8,306.6
281.2,276.4
286.0,276.0
293.0,274.4
298.8,273.6
292.0,247.2
297.2,246.6
302.4,246.2
308.0,245.2
313.6,244.6
318.4,244.6
323.0,244.4
328.0,243.4
332.4,243.2
338.4,243.0
343.0,242.4
348.6,242.4
354.4,241.6
359.2,241.6
365.2,240.6
284.6,191.8
289.2,191.6
294.2,190.4
299.2,190.0
302.8,189.6
307.4,188.6
311.4,187.8
314.2,187.0
316.6,186.6
319.8,186.2
321.4,185.8
323.2,185.4
324.0,185.4
325.0,184.8
325.8,184.4
327.2,184.0
232.0,148.6
150.6,101.2
151.0,101.2
151.8,101.2
153.0,101.2
153.4,101.2
79.6,47.4
80.0,47.4
80.0,47.4
80.2,47.4
80.6,47.4
80.6,47.4
81.0,47.4
81.8,47.4
82.6,47.4
83.4,47.4
84.2,47.4
84.2,47.4
84.6,47.4
84.6,47.4
85.2,47.4
85.6,47.4
86.0,47.4
