371,94
370,92
368,90
367,88
366,86
365,84
365,84
361,79
359,77
359,77
355,75
354,73
354,69
353,69
351,68
351,68
349,65
348,63
345,59
343,57
341,55
337,52
335,52
330,49
328,46
326,44
322,41
318,40
316,38
310,37
304,36
290,32
286,32
282,32
276,30
270,30
264,30
259,30
255,30
251,30
249,30
245,30
239,30
235,31
229,37
225,38
221,41
214,47
210,49
204,53
198,58
194,62
189,66
183,73
176,79
171,85
160,89
155,89
155,95
154,97
151,103
149,109
148,115
148,118
148,124
148,128
148,134
148,139
148,145
148,149
148,155
148,159
148,163
150,169
152,171
153,175
156,181
158,183
160,185
162,187
165,189
169,194
171,196
175,199
177,201
182,204
184,205
188,206
192,208
196,211
200,212
206,214
208,216
211,216
215,217
217,218
221,218
225,218
229,218
233,218
237,218
244,218
248,218
254,218
260,218
264,218
270,217
274,215
278,214
284,211
288,209
292,209
298,205
301,203
306,201
310,198
312,196
316,193
317,192
320,190
323,186
324,182
327,178
327,176
332,172
333,170
336,165
338,163
341,159
346,153
344,156
343,156
343,155
343,151
343,147
343,143
343,140
343,136
343,130
343,126
343,122
344,118
344,116
344,113
344,111
344,105
344,101
344,95
347,91
348,85
348,81
348,79
348,77
348,74
348,72
348,72
348,70
348,68
348,68
348,66
348,64
348,64
349,62
350,60
350,60
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
351,59
352,59
352,59
352,59
354,61
356,69
356,73
357,77
358,82
358,86
361,94
362,98
362,106
362,110
362,118
362,127
362,133
362,141
362,144
362,148
362,156
362,164
362,169
362,177
362,183
362,190
362,196
362,206
362,214
362,219
362,227
362,242
362,251
362,254
362,260
362,264
362,270
362,274
362,279
362,285
362,291
362,297
362,304
362,306
362,310
362,314
362,318
362,324
362,327
362,331
362,335
362,339
362,341
362,345
362,349
362,350
362,352
362,354
362,358
362,360
362,362
362,364
360,366
359,368
358,370
356,374
356,374
353,377
353,377
350,381
349,383
349,383
345,386
343,387
341,387
339,388
337,390
333,391
331,391
327,391
325,391
323,392
321,393
319,393
319,393
315,393
312,393
310,393
308,393
306,393
304,393
300,393
296,393
292,393
290,393
287,393
283,393
281,393
275,393
273,393
269,393
266,393
262,393
258,393
256,393
252,393
248,393
242,393
241,393
235,393
231,393
227,393
223,393
219,393
216,393
212,392
208,392
202,392
200,391
194,390
190,388
189,388
183,386
180,385
175,385
171,383
169,382
165,379
161,377
157,376
153,374
151,374
149,373
146,371
145,371
143,370
141,368
141,368
139,365
138,363
136,362
136,362
134,358
134,358
134,356
132,352
132,350
132,348
132,346
132,344
132,340
132,338
132,338
